City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
701,Samoded,63.6083,40.5111,45.95,broken clouds,87,80,9.53,RU
702,Neiafu,-18.65,-173.9833,77.68,broken clouds,83,75,6.91,TO
703,Atbasar,51.8,68.3333,54.64,overcast clouds,36,100,7.36,KZ
704,Mecca,21.4267,39.8261,85.35,few clouds,56,13,1.52,SA
705,Kenai,60.5544,-151.2583,48.15,overcast clouds,95,100,3.44,US
706,Zhangzhou,24.5133,117.6556,75.13,overcast clouds,90,100,0.47,CN
707,Paveh,35.0434,46.3565,66.02,clear sky,18,1,3.76,IR
708,Meadow Lake,34.8014,-106.5436,63.79,broken clouds,74,52,1.63,US
709,Sungaipenuh,-2.0833,101.3833,63.99,overcast clouds,87,100,1.66,ID
710,Kudahuvadhoo,2.6708,72.8944,82.26,few clouds,71,13,17.98,MV
